title,topicDistribution,dominant_topic
生活,"[0.001161025741541944,0.33911917830356236,0.3294275125936513,0.0012768514293931275,0.32901543193185123]",1
國際,"[0.0005588800338300366,0.8576486717866074,0.14059619045542332,0.0006152065546236756,0.0005810511695155167]",1
生活,"[0.0036069101214095457,0.31369898618352765,0.4418790867540757,0.003978829691360332,0.23683618724962682]",2
國際,"[0.0006933667170715699,0.6022871651016101,0.3955316104822895,0.0007631416042488422,0.0007247160947799692]",1
生活,"[0.0004748882914877933,0.0005863033568011685,0.508309635710671,0.1245491874975107,0.3660799851435293]",2
生活,"[0.0004575752903507035,0.0005623793535624301,0.9979999294175388,0.0005048590156315363,0.00047525692291664146]",2
國際,"[0.0005751884919809573,0.9975910510751295,0.0006058146073265203,0.0006291983840235316,0.0005987474415393837]",1
環境能源,"[0.0004699973754257772,0.44362981226267156,0.01270161101075293,0.32864977941627244,0.21454879993487724]",1
國際,"[0.00025625922680364927,0.9989260290818837,0.000270068810244967,0.00028144933211967277,0.00026619354894816065]",1
國際,"[0.00044623115980767177,0.41088141337534195,0.5877163720367473,0.0004902277529266599,0.0004657556751764794]",2
生活,"[0.11938585501961002,0.00040801609581805534,0.28182186917012697,0.0003630449392363974,0.5980212147752085]",4
生活,"[0.00039702457126203724,0.331076407129214,0.6676769979825871,0.0004369222036716687,0.00041264811326517805]",2
政治與政策,"[0.001287545241047619,0.0015836739202966757,0.9943832793152619,0.0014116335639592851,0.0013338679594345024]",2
國際,"[0.00036166059918832084,0.9704497636876329,0.028417884712098794,0.0003959458974319677,0.0003747451036479981]",1
國際,"[0.0004058337657569023,0.9522162501836702,0.000426632981689706,0.04652991985902014,0.0004213632098630158]",1
生活,"[0.00021501862212827477,0.0002628362122034071,0.0002266303980376635,0.6262065403520645,0.3730889744155662]",3
科技資安,"[0.00038486152176018325,0.964265716166412,0.03452683897607143,0.0004225039179863028,0.00040007941777003836]",1
國際,"[0.21653931748241834,0.782011281135352,0.00047947089918341616,0.0004982462548813888,0.00047168422816470663]",1
科技資安,"[0.0002685049126333992,0.8390669933148858,0.0002821426065527449,0.0002944028415952202,0.16008795632433281]",1
生活,"[0.000592024911008285,0.814371199824252,0.18377675295952886,0.0006468930748854616,0.0006131292303253854]",1
國際,"[0.0010243625778338175,0.8369413912487419,0.159844980204468,0.0011230429501456593,0.0010662230188105842]",1
政治與政策,"[0.00023229472042945716,0.00028478110803330556,0.5619270617952391,0.43731447130438494,0.00024139107191323555]",2
政治與政策,"[0.0006047578138037656,0.6936481795729843,0.30445726961111197,0.0006619251202343519,0.0006278678818658072]",1
健康,"[0.00041863755714971197,0.0005113158819855947,0.00043984676453633656,0.9981944721575814,0.0004357276387469308]",3
國際,"[0.000550540659970611,0.40454025045593084,0.0818286188977289,0.0006027046010721763,0.5124778853852976]",4
政治與政策,"[0.00020094366534652525,0.2150854833701029,0.00021205174556341642,0.7842926378201178,0.00020888339886941128]",3
國際,"[0.0002941042415463449,0.25232616337124675,0.07152836341569442,0.6755456030451364,0.00030576592637604667]",3
國際,"[0.0006440723715929402,0.9973032663480986,0.0006796288755155232,0.0007052580868195083,0.0006677743179732714]",1
國際,"[0.00041997987854247007,0.8090305200709845,0.1896507293236489,0.00046123114353647734,0.0004375395832876744]",1
國際,"[0.0004425633867483181,0.8856646321474521,0.1129470271013217,0.0004852774021559601,0.0004604999623220831]",1
生活,"[0.13763639684057072,0.00031330855870953566,0.48811743002939917,0.0002796793676398864,0.37365318520368074]",2
政治與政策,"[0.00042968460794785856,0.9360645878640835,0.06258873980965698,0.00047100238141561804,0.0004459853368960799]",1
生活,"[0.06665890004529072,0.0009947597259391098,0.0008454160287831011,0.43536334980580005,0.49613757439418704]",4
政治與政策,"[0.0007298240807160931,0.9969533106784174,0.0007655787306421841,0.0007972218099179197,0.0007540647003061858]",1
政治與政策,"[0.0008487994421969018,0.9964516756367673,0.0008935589976368438,0.0009281429451627992,0.0008778229782363586]",1
健康,"[0.00047158004325302007,0.0005800696190011726,0.0004959831446613577,0.88655289501073,0.11189947218235446]",3
科技資安,"[0.00047757214230322574,0.10255952329814864,0.0005029894974075598,0.21460227984771924,0.6818576352144213]",4
國際,"[0.0003787793340092992,0.9984136883694927,0.0003982657479659855,0.0004155726222505485,0.00039369392628135536]",1
國際,"[0.0028572915850836192,0.9880365845700836,0.003019038244763921,0.0031350719695666797,0.002952013630502106]",1
國際,"[0.0003623710143214679,0.9984819310281037,0.00038226257245782346,0.0003973612780600132,0.00037607410705697516]",1
國際,"[0.0013132846271056594,0.17343839420298313,0.8224430276937018,0.0014379535821726175,0.0013673398940368012]",2
生活,"[0.00042466910369966,0.26171531742552717,0.7369568102713033,0.00046359025772030007,0.00043961294174940245]",2
環境能源,"[0.0004742722166275626,0.0005821048998281563,0.9979294486863444,0.0005196382575794699,0.0004945359396204142]",2
政治與政策,"[0.0018446177125575546,0.0022695998716122765,0.9919602769767549,0.0020156657987406,0.0019098396403346611]",2
生活,"[0.07845155868017437,0.0007380674626443658,0.000632266400739208,0.0006612021922504542,0.9195169052641916]",4
國際,"[0.00037569051823620073,0.9984271687177335,0.0003952305928786342,0.0004124660251950778,0.00038944414595658115]",1
國際,"[0.0007297829500773557,0.9969371366262456,0.0007676153696759126,0.0008055060543782137,0.0007599589996228848]",1
國際,"[0.0007970922649283196,0.7310042557359424,0.2664983883865554,0.00087348251495359,0.0008267810976204258]",1
健康,"[0.004165059599633177,0.7924603144082134,0.004381101246307077,0.1946487755835943,0.004344749162252167]",1
生活,"[0.0006467951478090366,0.7357577399390439,0.0006784617317938934,0.0007097604104503617,0.26220724277090285]",1
健康,"[0.2518033539058032,0.03588170674518633,0.0003152949307640814,0.6033856145913885,0.10861402982685782]",3
政治與政策,"[0.14734099810737145,0.24934431625740142,0.6024183555310747,0.00045972915125990676,0.0004366009528925515]",2
健康,"[0.0006914732452248377,0.5302212435760598,0.0898430605073108,0.37852701172338027,0.0007172109480243248]",1
生活,"[0.00046002258236824427,0.4057991068417364,0.00048371891754134613,0.5270033992461548,0.06625375241219925]",3
政治與政策,"[0.12625310477066692,0.3486096207516854,0.36018753228610756,0.00031405098900115735,0.16463569120253893]",2
健康,"[0.0003006800151320468,0.0003670606151107442,0.000316470475106165,0.48603799731716063,0.5129777915774905]",4
生活,"[0.00031477763495464385,0.11492893126902606,0.0003315751765987075,0.6719142564175714,0.21251045950184927]",3
政治與政策,"[0.00031426128167375917,0.9788711644740222,0.020143963085455917,0.00034387003066548125,0.00032674112818258967]",1
政治與政策,"[0.0003240395558031855,0.7335123740969958,0.2654727172617583,0.0003550596629876733,0.0003358094224551039]",1
國際,"[0.00033013520103819977,0.9986179830204965,0.00034791545398785297,0.0003616192284973389,0.00034234709597990155]",1
生活,"[0.0007616172210703296,0.9968061935012346,0.0008039393667573056,0.0008344475288823009,0.0007938023820554161]",1
政治與政策,"[0.00028324901526708606,0.6331621330395729,0.36595082068766505,0.0003099331333023324,0.0002938641241926064]",1
國際,"[0.0007980073216112808,0.38749463855678135,0.0008408360970816351,0.17923345562831275,0.431633062396213]",4
國際,"[0.019088440592232293,0.7631271745811514,0.21722813657962933,0.0002861278828633721,0.0002701203641237458]",1
生活,"[0.0004740674217880671,0.02963521060387736,0.6507662628851915,0.07223380153554486,0.24689065755359826]",2
政治與政策,"[0.0008412262669491007,0.9123509763395576,0.08501582326871934,0.0009169427252326734,0.0008750313995412608]",1
生活,"[0.0005183884918341037,0.0006390132190423431,0.8213256274566814,0.06695744415816965,0.11055952667427252]",2
政治與政策,"[0.001167866525887115,0.995107418402703,0.0012339265043998784,0.0012761575921996866,0.0012146309748104274]",1
生活,"[0.0003630007842061048,0.0004478945544823998,0.9984144673730181,0.0003978322245502286,0.0003768050637431121]",2
生活,"[0.00037320381410137264,0.000455633596177906,0.00039231775611477517,0.0004101578720694374,0.9983686869615366]",4
科技資安,"[0.0009409435497425882,0.9960455395422312,0.0009943934268140666,0.0010339568374082664,0.0009851666438040023]",1
生活,"[0.00021244659043415792,0.00025999737048776247,0.00022355078722243629,0.9990823614807333,0.0002216437711223364]",3
國際,"[0.017703065793657175,0.04335403611301086,0.13751948046086523,0.6367016954286147,0.164721722203852]",3
生活,"[0.0013877799270197294,0.9941768485131564,0.0014597891958031887,0.0015292035129962525,0.0014463788510243724]",1
國際,"[0.0004590278266473526,0.9980762161470559,0.00048417543876507656,0.0005038942818682632,0.0004766863056632703]",1
政治與政策,"[0.0003393501430671388,0.0004141253130469256,0.9985222172009357,0.00037264182666623227,0.0003516655162840172]",2
生活,"[0.0010054389806951447,0.24261299834606667,0.7542283643088079,0.0011055328318307863,0.00104766553259939]",2
國際,"[0.07223597632908602,0.9243851377292616,0.0011174580179269882,0.0011586182892847068,0.001102809634440734]",1
政治與政策,"[0.4887611804755565,0.11609459770254253,0.3936845952388588,0.0007507250921794639,0.0007089014908625576]",0
健康,"[0.00048588522554611106,0.05170553454336046,0.0005117007124979034,0.6020947619204962,0.3452021175980994]",3
政治與政策,"[0.0006009185395475198,0.2784477599204043,0.7196718330055616,0.0006561221258883849,0.0006233664085982718]",2
政治與政策,"[0.0005767477015667261,0.9975840977204283,0.0006070081084729362,0.0006344444159643569,0.000597702053567833]",1
生活,"[0.12990776989870828,0.002031260298003068,0.24887025397840432,0.001805692516679,0.6173850233082054]",4
科學研究,"[0.0004607015669177414,0.16203544646210083,0.00048485021776752216,0.0005080059415415771,0.8365109958116724]",4
政治與政策,"[0.00038210003261623325,0.8023752797085766,0.19642588823837492,0.00042084049599896577,0.00039589152443323815]",1
健康,"[0.00020523559635931204,0.0002511159995430094,0.0002158491297773574,0.9795013831577762,0.019826416116544118]",3
國際,"[0.0002831327487497919,0.928542232622183,0.07056998457925646,0.00031023101947353005,0.0002944190303372249]",1
生活,"[0.0002820880096603034,0.6889662590009655,0.0002964359683463569,0.0003105285325949302,0.31014468848843274]",1
生活,"[0.0007315417837314741,0.24921149800389183,0.7283265583046641,0.020971812985154086,0.0007585889225585171]",2
生活,"[0.0016420489583522688,0.23593522033889458,0.758928666884158,0.0017923304717649728,0.0017017333468301024]",2
生活,"[0.0825249641479573,0.10147785798598877,0.0003222683600606828,0.02817676019333574,0.7874981493126576]",4
政治與政策,"[0.00029750763608110887,0.9987546313563984,0.00031253698848657957,0.00032679061445311597,0.00030853340458051215]",1
生活,"[0.0007687831827032209,0.3100008816337079,0.4426252609680043,0.000842297587632137,0.24576277662795235]",2
生活,"[0.12695577322424226,0.5974977812006876,0.00026144242734429116,0.00027334977485465753,0.2750116533728712]",1
國際,"[0.0003257980374718841,0.9238656655935129,0.07511176230627449,0.00035817883087678443,0.00033859523186385984]",1
健康,"[0.24602315101352454,0.0002721645917270761,0.00023272455806272626,0.753241566561198,0.00023039327548774358]",3
生活,"[0.0004062376899245437,0.0004978817113481078,0.9982253946310219,0.0004484647795174461,0.000422021188187912]",2
健康,"[0.6311996279762394,0.0020748513759166008,0.00178246015533437,0.3631895707365748,0.0017534897559346812]",0
生活,"[0.0003560841894827133,0.0004400546650058307,0.00037380342052727134,0.0003912437738670314,0.9984388139511171]",4
生活,"[0.0008739820292301571,0.6665683901379026,0.33069403782738,0.0009555989023388155,0.0009079911031484058]",1
健康,"[0.0002863482138847854,0.0003528407043712977,0.000301379152892852,0.9987615502343679,0.00029788169448304584]",3
生活,"[0.0004191396315969534,0.8796763117219617,0.00044117820043569774,0.04659303990933967,0.07287033053666608]",1
生活,"[0.0003524394752547535,0.7979807543892922,0.0003707346113955019,0.0761232296020312,0.12517284192202632]",1
生活,"[0.0016723538213914905,0.0020767164066285222,0.5490661641984949,0.0018314580048357572,0.4453533075686492]",2
健康,"[0.001704537527457031,0.002099828130921228,0.0017955157187083835,0.9926212347055082,0.001778883917405291]",3
科學研究,"[0.0002603293320850895,0.00032030956561665167,0.00027497402259290225,0.8586363349785578,0.14050805210114764]",3
政治與政策,"[0.0003169387210833593,0.7705436642886199,0.2284642234648842,0.0003468205977785735,0.0003283529276340085]",1
國際,"[0.00048781832730928915,0.6416217423635192,0.07546766902123016,0.0005359866909536874,0.28188678359698766]",1
科技資安,"[0.19811666794548197,0.606519749217128,0.1435575146017516,0.051416673285578904,0.0003893949500595267]",1
生活,"[0.0002774287330020146,0.16145427330692091,0.39570399392566424,0.000304358739240816,0.442259945295172]",4
生活,"[0.0015015227205953904,0.5109196763131884,0.0015820222440597871,0.0016553108961006495,0.48434146782605586]",1
生活,"[0.0037744256401339494,0.7793717764186713,0.003974011049815493,0.004160007216420257,0.20871977967495892]",1
政治與政策,"[0.000842376195071924,0.916354739235028,0.08101226330372746,0.0009175954394481345,0.0008730258267242535]",1
政治與政策,"[0.00035042478515927587,0.7913292925279185,0.20757317237610132,0.00038364513631162215,0.0003634651745094636]",1
科學研究,"[0.0013480848135459412,0.001662571061220299,0.0014170383979682515,0.3117604582185514,0.683811847508714]",4
健康,"[0.0004173718368552867,0.0005107916552699494,0.0004397517873458993,0.7830292281141673,0.21560285660636147]",3
國際,"[0.0009041767967076466,0.2785312357616536,0.0009527787221796309,0.0009902225803403676,0.7186215861391186]",4
國際,"[0.0005428544917306252,0.9977251627211476,0.0005728696487477407,0.0005945155988567337,0.0005645975395173107]",1
政治與政策,"[0.18392075189922466,0.002279321538976978,0.624497063115562,0.1873874460006221,0.0019154174456140387]",2
國際,"[0.00039195807368313807,0.9407834662604407,0.00041170508811914263,0.00042951161858651045,0.05798335895917071]",1
健康,"[0.0001762308559949771,0.00021542138787121568,0.00018546974835334921,0.8961805290590279,0.10324234894875259]",3
生活,"[0.0005644455897761294,0.38387307253293973,0.3075579463947464,0.1502508565139196,0.1577536789686184]",1
國際,"[0.00037426805689258567,0.9800303427824427,0.00039410460417183885,0.000410663194973324,0.018790621361519565]",1
政治與政策,"[0.0004466940237392356,0.6715235679844277,0.32707779280592214,0.0004886096816891028,0.0004633355042220354]",1
健康,"[0.0016565246345409176,0.0020498714383823573,0.0017417251360984526,0.992835656556353,0.0017162222346254249]",3
國際,"[0.0011383831922735798,0.9952321601377844,0.0011979447839129945,0.0012484625402550422,0.001183049345774136]",1
生活,"[0.1452207100177414,0.0030458146745082695,0.8464765395210507,0.002693541136301682,0.0025633946503979045]",2
